Wavenumber(cm-1),Intensity
2.160614334470989888e+03,6.648044692737430372e-01
2.159249146757679227e+03,6.648044692737430372e-01
2.158976109215017004e+03,6.648044692737430372e-01
2.157542662116040901e+03,6.648044692737430372e-01
2.157201365187713236e+03,6.648044692737430372e-01
2.146894197952218292e+03,6.648044692737430372e-01
2.146552901023890627e+03,6.648044692737430372e-01
2.145051194539249082e+03,6.648044692737430372e-01
2.144709897610921416e+03,6.648044692737430372e-01
2.143276450511945313e+03,6.648044692737430372e-01
2.142798634812286764e+03,6.648044692737430372e-01
2.141365187713310661e+03,6.648044692737430372e-01
2.140955631399317554e+03,6.648044692737430372e-01
2.139522184300341451e+03,6.648044692737430372e-01
2.139044368600682446e+03,6.648044692737430372e-01
2.137610921501706343e+03,6.648044692737430372e-01
2.137133105802047794e+03,6.648044692737430372e-01
2.135699658703071691e+03,6.648044692737430372e-01
2.135221843003413142e+03,6.648044692737430372e-01
2.133720136518771142e+03,6.648044692737430372e-01
2.133310580204778034e+03,6.648044692737430372e-01
2.131808873720136489e+03,6.648044692737430372e-01
2.131467576791808824e+03,6.648044692737430372e-01
2.173924914675767923e+03,6.638733705772812410e-01
2.173720136518771142e+03,6.638733705772812410e-01
2.172423208191126378e+03,6.638733705772812410e-01
2.172081911262798712e+03,6.638733705772812410e-01
2.170989761092150275e+03,6.638733705772812410e-01
2.170443686006825828e+03,6.638733705772812410e-01
2.169351535836177391e+03,6.638733705772812410e-01
2.168805460750853399e+03,6.638733705772812410e-01
2.167645051194539064e+03,6.638733705772812410e-01
2.167167235494880515e+03,6.638733705772812410e-01
2.166075085324232077e+03,6.638733705772812410e-01
2.165529010238907631e+03,6.638733705772812410e-01
2.164436860068259193e+03,6.638733705772812410e-01
2.163890784982935202e+03,6.638733705772812410e-01
2.162798634812286764e+03,6.638733705772812410e-01
2.162184300341296876e+03,6.638733705772812410e-01
2.161092150170648438e+03,6.638733705772812410e-01
2.160614334470989888e+03,6.638733705772812410e-01
2.159249146757679227e+03,6.638733705772812410e-01
2.158976109215017004e+03,6.638733705772812410e-01
2.157542662116040901e+03,6.638733705772812410e-01
2.157201365187713236e+03,6.638733705772812410e-01
2.146894197952218292e+03,6.638733705772812410e-01
2.146552901023890627e+03,6.638733705772812410e-01
2.145051194539249082e+03,6.638733705772812410e-01
2.144709897610921416e+03,6.638733705772812410e-01
2.143276450511945313e+03,6.638733705772812410e-01
2.142798634812286764e+03,6.638733705772812410e-01
2.141365187713310661e+03,6.638733705772812410e-01
2.140955631399317554e+03,6.638733705772812410e-01
2.139522184300341451e+03,6.638733705772812410e-01
2.139044368600682446e+03,6.638733705772812410e-01
2.137610921501706343e+03,6.638733705772812410e-01
2.137133105802047794e+03,6.638733705772812410e-01
2.135699658703071691e+03,6.638733705772812410e-01
2.135221843003413142e+03,6.638733705772812410e-01
2.133788395904437039e+03,6.638733705772812410e-01
2.133310580204778034e+03,6.638733705772812410e-01
2.131808873720136489e+03,6.638733705772812410e-01
2.131467576791808824e+03,6.638733705772812410e-01
2.173924914675767923e+03,6.629422718808193338e-01
2.173720136518771142e+03,6.629422718808193338e-01
2.172423208191126378e+03,6.629422718808193338e-01
2.172081911262798712e+03,6.629422718808193338e-01
2.170989761092150275e+03,6.629422718808193338e-01
2.170443686006825828e+03,6.629422718808193338e-01
2.169351535836177391e+03,6.629422718808193338e-01
2.168805460750853399e+03,6.629422718808193338e-01
2.167645051194539064e+03,6.629422718808193338e-01
2.167167235494880515e+03,6.629422718808193338e-01
2.166075085324232077e+03,6.629422718808193338e-01
2.165529010238907631e+03,6.629422718808193338e-01
2.164436860068259193e+03,6.629422718808193338e-01
2.163890784982935202e+03,6.629422718808193338e-01
2.162798634812286764e+03,6.629422718808193338e-01
2.162184300341296876e+03,6.629422718808193338e-01
2.161092150170648438e+03,6.629422718808193338e-01
2.160614334470989888e+03,6.629422718808193338e-01
2.159249146757679227e+03,6.629422718808193338e-01
2.158976109215017004e+03,6.629422718808193338e-01
2.157542662116040901e+03,6.629422718808193338e-01
2.157201365187713236e+03,6.629422718808193338e-01
2.146894197952218292e+03,6.629422718808193338e-01
2.146552901023890627e+03,6.629422718808193338e-01
2.145051194539249082e+03,6.629422718808193338e-01
2.144709897610921416e+03,6.629422718808193338e-01
2.143276450511945313e+03,6.629422718808193338e-01
2.142798634812286764e+03,6.629422718808193338e-01
2.141365187713310661e+03,6.629422718808193338e-01
2.140955631399317554e+03,6.629422718808193338e-01
2.139522184300341451e+03,6.629422718808193338e-01
2.139044368600682446e+03,6.629422718808193338e-01
2.137610921501706343e+03,6.629422718808193338e-01
2.137133105802047794e+03,6.629422718808193338e-01
2.135699658703071691e+03,6.629422718808193338e-01
2.135221843003413142e+03,6.629422718808193338e-01
2.133788395904437039e+03,6.629422718808193338e-01
2.133310580204778034e+03,6.629422718808193338e-01
2.131808873720136489e+03,6.629422718808193338e-01
2.131467576791808824e+03,6.629422718808193338e-01
2.173924914675767923e+03,6.620111731843575376e-01
2.173720136518771142e+03,6.620111731843575376e-01
2.172423208191126378e+03,6.620111731843575376e-01
2.172081911262798712e+03,6.620111731843575376e-01
2.170989761092150275e+03,6.620111731843575376e-01
2.170443686006825828e+03,6.620111731843575376e-01
2.169351535836177391e+03,6.620111731843575376e-01
2.168805460750853399e+03,6.620111731843575376e-01
2.167645051194539064e+03,6.620111731843575376e-01
2.167167235494880515e+03,6.620111731843575376e-01
2.166075085324232077e+03,6.620111731843575376e-01
2.165529010238907631e+03,6.620111731843575376e-01
2.164436860068259193e+03,6.620111731843575376e-01
2.163890784982935202e+03,6.620111731843575376e-01
2.162798634812286764e+03,6.620111731843575376e-01
2.162184300341296876e+03,6.620111731843575376e-01
2.161092150170648438e+03,6.620111731843575376e-01
2.160614334470989888e+03,6.620111731843575376e-01
2.159249146757679227e+03,6.620111731843575376e-01
2.158976109215017004e+03,6.620111731843575376e-01
2.157542662116040901e+03,6.620111731843575376e-01
2.157201365187713236e+03,6.620111731843575376e-01
2.146894197952218292e+03,6.620111731843575376e-01
2.146552901023890627e+03,6.620111731843575376e-01
2.145051194539249082e+03,6.620111731843575376e-01
2.144709897610921416e+03,6.620111731843575376e-01
2.143276450511945313e+03,6.620111731843575376e-01
2.142798634812286764e+03,6.620111731843575376e-01
2.141365187713310661e+03,6.620111731843575376e-01
2.140955631399317554e+03,6.620111731843575376e-01
2.139522184300341451e+03,6.620111731843575376e-01
2.139044368600682446e+03,6.620111731843575376e-01
2.137610921501706343e+03,6.620111731843575376e-01
2.137133105802047794e+03,6.620111731843575376e-01
2.135699658703071691e+03,6.620111731843575376e-01
2.135221843003413142e+03,6.620111731843575376e-01
2.133788395904437039e+03,6.620111731843575376e-01
2.133310580204778034e+03,6.620111731843575376e-01
2.131808873720136489e+03,6.620111731843575376e-01
2.131467576791808824e+03,6.620111731843575376e-01
2.173924914675767923e+03,6.610800744878957413e-01
2.173720136518771142e+03,6.610800744878957413e-01
2.172423208191126378e+03,6.610800744878957413e-01
2.172081911262798712e+03,6.610800744878957413e-01
2.170989761092150275e+03,6.610800744878957413e-01
2.170443686006825828e+03,6.610800744878957413e-01
2.169351535836177391e+03,6.610800744878957413e-01
2.168805460750853399e+03,6.610800744878957413e-01
2.167645051194539064e+03,6.610800744878957413e-01
2.167167235494880515e+03,6.610800744878957413e-01
2.166075085324232077e+03,6.610800744878957413e-01
2.165529010238907631e+03,6.610800744878957413e-01
2.164436860068259193e+03,6.610800744878957413e-01
2.163890784982935202e+03,6.610800744878957413e-01
2.162798634812286764e+03,6.610800744878957413e-01
2.162184300341296876e+03,6.610800744878957413e-01
2.161092150170648438e+03,6.610800744878957413e-01
2.160614334470989888e+03,6.610800744878957413e-01
2.159249146757679227e+03,6.610800744878957413e-01
2.158976109215017004e+03,6.610800744878957413e-01
2.157542662116040901e+03,6.610800744878957413e-01
2.157201365187713236e+03,6.610800744878957413e-01
2.146894197952218292e+03,6.610800744878957413e-01
2.146552901023890627e+03,6.610800744878957413e-01
2.145051194539249082e+03,6.610800744878957413e-01
2.144709897610921416e+03,6.610800744878957413e-01
2.143276450511945313e+03,6.610800744878957413e-01
2.142798634812286764e+03,6.610800744878957413e-01
2.141365187713310661e+03,6.610800744878957413e-01
2.140955631399317554e+03,6.610800744878957413e-01
2.139522184300341451e+03,6.610800744878957413e-01
2.139044368600682446e+03,6.610800744878957413e-01
2.137610921501706343e+03,6.610800744878957413e-01
2.137133105802047794e+03,6.610800744878957413e-01
2.135699658703071691e+03,6.610800744878957413e-01
2.135221843003413142e+03,6.610800744878957413e-01
2.133788395904437039e+03,6.610800744878957413e-01
2.133310580204778034e+03,6.610800744878957413e-01
2.131808873720136489e+03,6.610800744878957413e-01
2.131467576791808824e+03,6.610800744878957413e-01
2.173924914675767923e+03,6.601489757914339451e-01
2.173720136518771142e+03,6.601489757914339451e-01
2.172423208191126378e+03,6.601489757914339451e-01
2.172081911262798712e+03,6.601489757914339451e-01
2.170989761092150275e+03,6.601489757914339451e-01
2.170443686006825828e+03,6.601489757914339451e-01
2.169351535836177391e+03,6.601489757914339451e-01
2.168805460750853399e+03,6.601489757914339451e-01
2.167645051194539064e+03,6.601489757914339451e-01
2.167167235494880515e+03,6.601489757914339451e-01
2.166075085324232077e+03,6.601489757914339451e-01
2.165529010238907631e+03,6.601489757914339451e-01
2.164436860068259193e+03,6.601489757914339451e-01
2.163890784982935202e+03,6.601489757914339451e-01
2.162798634812286764e+03,6.601489757914339451e-01
2.162184300341296876e+03,6.601489757914339451e-01
2.161092150170648438e+03,6.601489757914339451e-01
2.160614334470989888e+03,6.601489757914339451e-01
2.159249146757679227e+03,6.601489757914339451e-01
2.158976109215017004e+03,6.601489757914339451e-01
2.157542662116040901e+03,6.601489757914339451e-01
2.157201365187713236e+03,6.601489757914339451e-01
2.146894197952218292e+03,6.601489757914339451e-01
2.146552901023890627e+03,6.601489757914339451e-01
2.145051194539249082e+03,6.601489757914339451e-01
2.144709897610921416e+03,6.601489757914339451e-01
2.143276450511945313e+03,6.601489757914339451e-01
2.142798634812286764e+03,6.601489757914339451e-01
2.141365187713310661e+03,6.601489757914339451e-01
2.140955631399317554e+03,6.601489757914339451e-01
2.139522184300341451e+03,6.601489757914339451e-01
2.139044368600682446e+03,6.601489757914339451e-01
2.137610921501706343e+03,6.601489757914339451e-01
2.137133105802047794e+03,6.601489757914339451e-01
2.135699658703071691e+03,6.601489757914339451e-01
2.135221843003413142e+03,6.601489757914339451e-01
2.133788395904437039e+03,6.601489757914339451e-01
2.133310580204778034e+03,6.601489757914339451e-01
2.131808873720136489e+03,6.601489757914339451e-01
2.131467576791808824e+03,6.601489757914339451e-01
2.129692832764505056e+03,6.601489757914339451e-01
2.129624573378839614e+03,6.601489757914339451e-01
2.129556313993174172e+03,6.601489757914339451e-01
2.173924914675767923e+03,6.592178770949720379e-01
2.173720136518771142e+03,6.592178770949720379e-01
2.172423208191126378e+03,6.592178770949720379e-01
2.172081911262798712e+03,6.592178770949720379e-01
2.170989761092150275e+03,6.592178770949720379e-01
2.170443686006825828e+03,6.592178770949720379e-01
2.169351535836177391e+03,6.592178770949720379e-01
2.168805460750853399e+03,6.592178770949720379e-01
2.167645051194539064e+03,6.592178770949720379e-01
2.167167235494880515e+03,6.592178770949720379e-01
2.166075085324232077e+03,6.592178770949720379e-01
2.165529010238907631e+03,6.592178770949720379e-01
2.164436860068259193e+03,6.592178770949720379e-01
2.163890784982935202e+03,6.592178770949720379e-01
2.162798634812286764e+03,6.592178770949720379e-01
2.162184300341296876e+03,6.592178770949720379e-01
2.161092150170648438e+03,6.592178770949720379e-01
2.160614334470989888e+03,6.592178770949720379e-01
2.159249146757679227e+03,6.592178770949720379e-01
2.158976109215017004e+03,6.592178770949720379e-01
2.157542662116040901e+03,6.592178770949720379e-01
2.157201365187713236e+03,6.592178770949720379e-01
2.146894197952218292e+03,6.592178770949720379e-01
2.146552901023890627e+03,6.592178770949720379e-01
2.145051194539249082e+03,6.592178770949720379e-01
2.144709897610921416e+03,6.592178770949720379e-01
2.143276450511945313e+03,6.592178770949720379e-01
2.142798634812286764e+03,6.592178770949720379e-01
2.141365187713310661e+03,6.592178770949720379e-01
2.140955631399317554e+03,6.592178770949720379e-01
2.139522184300341451e+03,6.592178770949720379e-01
2.139044368600682446e+03,6.592178770949720379e-01
2.137610921501706343e+03,6.592178770949720379e-01
2.137133105802047794e+03,6.592178770949720379e-01
2.135699658703071691e+03,6.592178770949720379e-01
2.135221843003413142e+03,6.592178770949720379e-01
2.133788395904437039e+03,6.592178770949720379e-01
2.133310580204778034e+03,6.592178770949720379e-01
2.131808873720136489e+03,6.592178770949720379e-01
2.131467576791808824e+03,6.592178770949720379e-01
2.129692832764505056e+03,6.592178770949720379e-01
2.129556313993174172e+03,6.592178770949720379e-01
2.173924914675767923e+03,6.582867783985102417e-01
2.173720136518771142e+03,6.582867783985102417e-01
2.172423208191126378e+03,6.582867783985102417e-01
2.172081911262798712e+03,6.582867783985102417e-01
2.170989761092150275e+03,6.582867783985102417e-01
2.170443686006825828e+03,6.582867783985102417e-01
2.169351535836177391e+03,6.582867783985102417e-01
2.168805460750853399e+03,6.582867783985102417e-01
2.167645051194539064e+03,6.582867783985102417e-01
2.167167235494880515e+03,6.582867783985102417e-01
2.166075085324232077e+03,6.582867783985102417e-01
2.165529010238907631e+03,6.582867783985102417e-01
2.164436860068259193e+03,6.582867783985102417e-01
2.163890784982935202e+03,6.582867783985102417e-01
2.162798634812286764e+03,6.582867783985102417e-01
2.162184300341296876e+03,6.582867783985102417e-01
2.161092150170648438e+03,6.582867783985102417e-01
2.160614334470989888e+03,6.582867783985102417e-01
2.159249146757679227e+03,6.582867783985102417e-01
2.158976109215017004e+03,6.582867783985102417e-01
2.157542662116040901e+03,6.582867783985102417e-01
2.157201365187713236e+03,6.582867783985102417e-01
2.146894197952218292e+03,6.582867783985102417e-01
2.146552901023890627e+03,6.582867783985102417e-01
2.145051194539249082e+03,6.582867783985102417e-01
2.144709897610921416e+03,6.582867783985102417e-01
2.143276450511945313e+03,6.582867783985102417e-01
2.142798634812286764e+03,6.582867783985102417e-01
2.141365187713310661e+03,6.582867783985102417e-01
2.140955631399317554e+03,6.582867783985102417e-01
2.139522184300341451e+03,6.582867783985102417e-01
2.139044368600682446e+03,6.582867783985102417e-01
2.137610921501706343e+03,6.582867783985102417e-01
2.137133105802047794e+03,6.582867783985102417e-01
2.135699658703071691e+03,6.582867783985102417e-01
2.135221843003413142e+03,6.582867783985102417e-01
2.133788395904437039e+03,6.582867783985102417e-01
2.133310580204778034e+03,6.582867783985102417e-01
2.131808873720136489e+03,6.582867783985102417e-01
2.131467576791808824e+03,6.582867783985102417e-01
2.129692832764505056e+03,6.582867783985102417e-01
2.129556313993174172e+03,6.582867783985102417e-01
2.173924914675767923e+03,6.573556797020484455e-01
2.173720136518771142e+03,6.573556797020484455e-01
2.172423208191126378e+03,6.573556797020484455e-01
2.172081911262798712e+03,6.573556797020484455e-01
2.170989761092150275e+03,6.573556797020484455e-01
2.170443686006825828e+03,6.573556797020484455e-01
2.169351535836177391e+03,6.573556797020484455e-01
2.168805460750853399e+03,6.573556797020484455e-01
2.167645051194539064e+03,6.573556797020484455e-01
2.167167235494880515e+03,6.573556797020484455e-01
2.166075085324232077e+03,6.573556797020484455e-01
2.165529010238907631e+03,6.573556797020484455e-01
2.164436860068259193e+03,6.573556797020484455e-01
2.163890784982935202e+03,6.573556797020484455e-01
2.162798634812286764e+03,6.573556797020484455e-01
2.162184300341296876e+03,6.573556797020484455e-01
2.161092150170648438e+03,6.573556797020484455e-01
2.160614334470989888e+03,6.573556797020484455e-01
2.159249146757679227e+03,6.573556797020484455e-01
2.158976109215017004e+03,6.573556797020484455e-01
2.157542662116040901e+03,6.573556797020484455e-01
2.157201365187713236e+03,6.573556797020484455e-01
2.146894197952218292e+03,6.573556797020484455e-01
2.146552901023890627e+03,6.573556797020484455e-01
2.145051194539249082e+03,6.573556797020484455e-01
2.144709897610921416e+03,6.573556797020484455e-01
2.143276450511945313e+03,6.573556797020484455e-01
2.142798634812286764e+03,6.573556797020484455e-01
2.141365187713310661e+03,6.573556797020484455e-01
2.140955631399317554e+03,6.573556797020484455e-01
2.139522184300341451e+03,6.573556797020484455e-01
2.139044368600682446e+03,6.573556797020484455e-01
2.137610921501706343e+03,6.573556797020484455e-01
2.137133105802047794e+03,6.573556797020484455e-01
2.135699658703071691e+03,6.573556797020484455e-01
2.135221843003413142e+03,6.573556797020484455e-01
2.133788395904437039e+03,6.573556797020484455e-01
2.133310580204778034e+03,6.573556797020484455e-01
2.131808873720136489e+03,6.573556797020484455e-01
2.131467576791808824e+03,6.573556797020484455e-01
2.129692832764505056e+03,6.573556797020484455e-01
2.129556313993174172e+03,6.573556797020484455e-01
2.173924914675767923e+03,6.564245810055865382e-01
2.173720136518771142e+03,6.564245810055865382e-01
2.172423208191126378e+03,6.564245810055865382e-01
2.172081911262798712e+03,6.564245810055865382e-01
2.170989761092150275e+03,6.564245810055865382e-01
2.170443686006825828e+03,6.564245810055865382e-01
2.169351535836177391e+03,6.564245810055865382e-01
2.168805460750853399e+03,6.564245810055865382e-01
2.167645051194539064e+03,6.564245810055865382e-01
2.167167235494880515e+03,6.564245810055865382e-01
2.166075085324232077e+03,6.564245810055865382e-01
2.165529010238907631e+03,6.564245810055865382e-01
2.164436860068259193e+03,6.564245810055865382e-01
2.163890784982935202e+03,6.564245810055865382e-01
2.162798634812286764e+03,6.564245810055865382e-01
2.162184300341296876e+03,6.564245810055865382e-01
2.161092150170648438e+03,6.564245810055865382e-01
2.160614334470989888e+03,6.564245810055865382e-01
2.159249146757679227e+03,6.564245810055865382e-01
2.158976109215017004e+03,6.564245810055865382e-01
2.157542662116040901e+03,6.564245810055865382e-01
2.157201365187713236e+03,6.564245810055865382e-01
2.146894197952218292e+03,6.564245810055865382e-01
2.146552901023890627e+03,6.564245810055865382e-01
2.145051194539249082e+03,6.564245810055865382e-01
2.144709897610921416e+03,6.564245810055865382e-01
2.143276450511945313e+03,6.564245810055865382e-01
2.142798634812286764e+03,6.564245810055865382e-01
2.141365187713310661e+03,6.564245810055865382e-01
2.140955631399317554e+03,6.564245810055865382e-01
2.139522184300341451e+03,6.564245810055865382e-01
2.139044368600682446e+03,6.564245810055865382e-01
2.137610921501706343e+03,6.564245810055865382e-01
2.137133105802047794e+03,6.564245810055865382e-01
2.135699658703071691e+03,6.564245810055865382e-01
2.135221843003413142e+03,6.564245810055865382e-01
2.133788395904437039e+03,6.564245810055865382e-01
2.133310580204778034e+03,6.564245810055865382e-01
2.131808873720136489e+03,6.564245810055865382e-01
2.131467576791808824e+03,6.564245810055865382e-01
2.129692832764505056e+03,6.564245810055865382e-01
2.129556313993174172e+03,6.564245810055865382e-01
2.173924914675767923e+03,6.554934823091247420e-01
2.173720136518771142e+03,6.554934823091247420e-01
2.172423208191126378e+03,6.554934823091247420e-01
2.172081911262798712e+03,6.554934823091247420e-01
2.170989761092150275e+03,6.554934823091247420e-01
2.170443686006825828e+03,6.554934823091247420e-01
2.169351535836177391e+03,6.554934823091247420e-01
2.168805460750853399e+03,6.554934823091247420e-01
2.167645051194539064e+03,6.554934823091247420e-01
2.167167235494880515e+03,6.554934823091247420e-01
2.166075085324232077e+03,6.554934823091247420e-01
2.165529010238907631e+03,6.554934823091247420e-01
2.164436860068259193e+03,6.554934823091247420e-01
2.163890784982935202e+03,6.554934823091247420e-01
2.162798634812286764e+03,6.554934823091247420e-01
2.162184300341296876e+03,6.554934823091247420e-01
2.161092150170648438e+03,6.554934823091247420e-01
2.160614334470989888e+03,6.554934823091247420e-01
2.159249146757679227e+03,6.554934823091247420e-01
2.158976109215017004e+03,6.554934823091247420e-01
2.157542662116040901e+03,6.554934823091247420e-01
2.157201365187713236e+03,6.554934823091247420e-01
2.146894197952218292e+03,6.554934823091247420e-01
2.146552901023890627e+03,6.554934823091247420e-01
2.145051194539249082e+03,6.554934823091247420e-01
2.144709897610921416e+03,6.554934823091247420e-01
2.143276450511945313e+03,6.554934823091247420e-01
2.142798634812286764e+03,6.554934823091247420e-01
2.141365187713310661e+03,6.554934823091247420e-01
2.140955631399317554e+03,6.554934823091247420e-01
2.139522184300341451e+03,6.554934823091247420e-01
2.139044368600682446e+03,6.554934823091247420e-01
2.137610921501706343e+03,6.554934823091247420e-01
2.137133105802047794e+03,6.554934823091247420e-01
2.135699658703071691e+03,6.554934823091247420e-01
2.135221843003413142e+03,6.554934823091247420e-01
2.133788395904437039e+03,6.554934823091247420e-01
2.133310580204778034e+03,6.554934823091247420e-01
2.131808873720136489e+03,6.554934823091247420e-01
2.131467576791808824e+03,6.554934823091247420e-01
2.129692832764505056e+03,6.554934823091247420e-01
2.129556313993174172e+03,6.554934823091247420e-01
2.173924914675767923e+03,6.545623836126629458e-01
2.173720136518771142e+03,6.545623836126629458e-01
2.172423208191126378e+03,6.545623836126629458e-01
2.172081911262798712e+03,6.545623836126629458e-01
2.170989761092150275e+03,6.545623836126629458e-01
2.170443686006825828e+03,6.545623836126629458e-01
2.169351535836177391e+03,6.545623836126629458e-01
2.168805460750853399e+03,6.545623836126629458e-01
2.167645051194539064e+03,6.545623836126629458e-01
2.167167235494880515e+03,6.545623836126629458e-01
2.166075085324232077e+03,6.545623836126629458e-01
2.165529010238907631e+03,6.545623836126629458e-01
2.164436860068259193e+03,6.545623836126629458e-01
2.163890784982935202e+03,6.545623836126629458e-01
2.162798634812286764e+03,6.545623836126629458e-01
2.162184300341296876e+03,6.545623836126629458e-01
2.161092150170648438e+03,6.545623836126629458e-01
2.160614334470989888e+03,6.545623836126629458e-01
2.159317406143344670e+03,6.545623836126629458e-01
2.158976109215017004e+03,6.545623836126629458e-01
2.157542662116040901e+03,6.545623836126629458e-01
2.157201365187713236e+03,6.545623836126629458e-01
2.146894197952218292e+03,6.545623836126629458e-01
2.146552901023890627e+03,6.545623836126629458e-01
2.145051194539249082e+03,6.545623836126629458e-01
2.144709897610921416e+03,6.545623836126629458e-01
2.143276450511945313e+03,6.545623836126629458e-01
2.142798634812286764e+03,6.545623836126629458e-01
2.141433447098976103e+03,6.545623836126629458e-01
2.140955631399317554e+03,6.545623836126629458e-01
2.139522184300341451e+03,6.545623836126629458e-01
2.139044368600682446e+03,6.545623836126629458e-01
2.137610921501706343e+03,6.545623836126629458e-01
2.137133105802047794e+03,6.545623836126629458e-01
2.135699658703071691e+03,6.545623836126629458e-01
2.135221843003413142e+03,6.545623836126629458e-01
2.133788395904437039e+03,6.545623836126629458e-01
2.133310580204778034e+03,6.545623836126629458e-01
2.131808873720136489e+03,6.545623836126629458e-01
2.131467576791808824e+03,6.545623836126629458e-01
2.129692832764505056e+03,6.545623836126629458e-01
2.129556313993174172e+03,6.545623836126629458e-01
2.173924914675767923e+03,6.536312849162011496e-01
2.173720136518771142e+03,6.536312849162011496e-01
2.172423208191126378e+03,6.536312849162011496e-01
2.172081911262798712e+03,6.536312849162011496e-01
2.170989761092150275e+03,6.536312849162011496e-01
2.170443686006825828e+03,6.536312849162011496e-01
2.169351535836177391e+03,6.536312849162011496e-01
2.168805460750853399e+03,6.536312849162011496e-01
2.167645051194539064e+03,6.536312849162011496e-01
2.167167235494880515e+03,6.536312849162011496e-01
2.166075085324232077e+03,6.536312849162011496e-01
2.165529010238907631e+03,6.536312849162011496e-01
2.164436860068259193e+03,6.536312849162011496e-01
2.163890784982935202e+03,6.536312849162011496e-01
2.162798634812286764e+03,6.536312849162011496e-01
2.162184300341296876e+03,6.536312849162011496e-01
2.161092150170648438e+03,6.536312849162011496e-01
2.160614334470989888e+03,6.536312849162011496e-01
2.159317406143344670e+03,6.536312849162011496e-01
2.158976109215017004e+03,6.536312849162011496e-01
2.157542662116040901e+03,6.536312849162011496e-01
2.157201365187713236e+03,6.536312849162011496e-01
2.146894197952218292e+03,6.536312849162011496e-01
2.146552901023890627e+03,6.536312849162011496e-01
2.145051194539249082e+03,6.536312849162011496e-01
2.144709897610921416e+03,6.536312849162011496e-01
2.143276450511945313e+03,6.536312849162011496e-01
2.142798634812286764e+03,6.536312849162011496e-01
2.141433447098976103e+03,6.536312849162011496e-01
2.140955631399317554e+03,6.536312849162011496e-01
2.139522184300341451e+03,6.536312849162011496e-01
2.139044368600682446e+03,6.536312849162011496e-01
2.137610921501706343e+03,6.536312849162011496e-01
2.137133105802047794e+03,6.536312849162011496e-01
2.135699658703071691e+03,6.536312849162011496e-01
2.135221843003413142e+03,6.536312849162011496e-01
2.133788395904437039e+03,6.536312849162011496e-01
2.133310580204778034e+03,6.536312849162011496e-01
2.131808873720136489e+03,6.536312849162011496e-01
2.131467576791808824e+03,6.536312849162011496e-01
2.129692832764505056e+03,6.536312849162011496e-01
2.129556313993174172e+03,6.536312849162011496e-01
2.173924914675767923e+03,6.527001862197392423e-01
2.173720136518771142e+03,6.527001862197392423e-01
2.172423208191126378e+03,6.527001862197392423e-01
2.172081911262798712e+03,6.527001862197392423e-01
2.170989761092150275e+03,6.527001862197392423e-01
2.170443686006825828e+03,6.527001862197392423e-01
2.169351535836177391e+03,6.527001862197392423e-01
2.168805460750853399e+03,6.527001862197392423e-01
2.167645051194539064e+03,6.527001862197392423e-01
2.167167235494880515e+03,6.527001862197392423e-01
2.166075085324232077e+03,6.527001862197392423e-01
2.165529010238907631e+03,6.527001862197392423e-01
2.164436860068259193e+03,6.527001862197392423e-01
2.163890784982935202e+03,6.527001862197392423e-01
2.162798634812286764e+03,6.527001862197392423e-01
2.162184300341296876e+03,6.527001862197392423e-01
2.161092150170648438e+03,6.527001862197392423e-01
2.160614334470989888e+03,6.527001862197392423e-01
2.159317406143344670e+03,6.527001862197392423e-01
2.158976109215017004e+03,6.527001862197392423e-01
2.157542662116040901e+03,6.527001862197392423e-01
2.157201365187713236e+03,6.527001862197392423e-01
2.146894197952218292e+03,6.527001862197392423e-01
2.146552901023890627e+03,6.527001862197392423e-01
2.145051194539249082e+03,6.527001862197392423e-01
2.144709897610921416e+03,6.527001862197392423e-01
2.143276450511945313e+03,6.527001862197392423e-01
2.142798634812286764e+03,6.527001862197392423e-01
2.141433447098976103e+03,6.527001862197392423e-01
2.140955631399317554e+03,6.527001862197392423e-01
2.139522184300341451e+03,6.527001862197392423e-01
2.139044368600682446e+03,6.527001862197392423e-01
2.137610921501706343e+03,6.527001862197392423e-01
2.137133105802047794e+03,6.527001862197392423e-01
2.135699658703071691e+03,6.527001862197392423e-01
2.135221843003413142e+03,6.527001862197392423e-01
2.133788395904437039e+03,6.527001862197392423e-01
2.133310580204778034e+03,6.527001862197392423e-01
2.131808873720136489e+03,6.527001862197392423e-01
2.131467576791808824e+03,6.527001862197392423e-01
2.129692832764505056e+03,6.527001862197392423e-01
2.129556313993174172e+03,6.527001862197392423e-01
2.173924914675767923e+03,6.517690875232774461e-01
2.173720136518771142e+03,6.517690875232774461e-01
2.172423208191126378e+03,6.517690875232774461e-01
2.172081911262798712e+03,6.517690875232774461e-01
2.170989761092150275e+03,6.517690875232774461e-01
2.170443686006825828e+03,6.517690875232774461e-01
2.169351535836177391e+03,6.517690875232774461e-01
2.168805460750853399e+03,6.517690875232774461e-01
2.167645051194539064e+03,6.517690875232774461e-01
2.167167235494880515e+03,6.517690875232774461e-01
2.166075085324232077e+03,6.517690875232774461e-01
2.165529010238907631e+03,6.517690875232774461e-01
2.164436860068259193e+03,6.517690875232774461e-01
2.163890784982935202e+03,6.517690875232774461e-01
2.162798634812286764e+03,6.517690875232774461e-01
2.162184300341296876e+03,6.517690875232774461e-01
2.161092150170648438e+03,6.517690875232774461e-01
2.160614334470989888e+03,6.517690875232774461e-01
2.159317406143344670e+03,6.517690875232774461e-01
2.158976109215017004e+03,6.517690875232774461e-01
