Wavenumber(cm-1),Intensity
2.167508532423208180e+03,9.376163873370577662e-01
2.167372013651877296e+03,9.376163873370577662e-01
2.165938566552901193e+03,9.376163873370577662e-01
2.165733788395904412e+03,9.376163873370577662e-01
2.164300341296928309e+03,9.376163873370577662e-01
2.164095563139931528e+03,9.376163873370577662e-01
2.162593856655289983e+03,9.376163873370577662e-01
2.162457337883959099e+03,9.376163873370577662e-01
2.169215017064846506e+03,9.366852886405958589e-01
2.169078498293515167e+03,9.366852886405958589e-01
2.167508532423208180e+03,9.366852886405958589e-01
2.167372013651877296e+03,9.366852886405958589e-01
2.165938566552901193e+03,9.366852886405958589e-01
2.165733788395904412e+03,9.366852886405958589e-01
2.164300341296928309e+03,9.366852886405958589e-01
2.164095563139931528e+03,9.366852886405958589e-01
2.162593856655289983e+03,9.366852886405958589e-01
2.162457337883959099e+03,9.366852886405958589e-01
2.169215017064846506e+03,9.357541899441340627e-01
2.169078498293515167e+03,9.357541899441340627e-01
2.167508532423208180e+03,9.357541899441340627e-01
2.167372013651877296e+03,9.357541899441340627e-01
2.165938566552901193e+03,9.357541899441340627e-01
2.165733788395904412e+03,9.357541899441340627e-01
2.164300341296928309e+03,9.357541899441340627e-01
2.164095563139931528e+03,9.357541899441340627e-01
2.162593856655289983e+03,9.357541899441340627e-01
2.162457337883959099e+03,9.357541899441340627e-01
2.169215017064846506e+03,9.348230912476722665e-01
2.169078498293515167e+03,9.348230912476722665e-01
2.167508532423208180e+03,9.348230912476722665e-01
2.167372013651877296e+03,9.348230912476722665e-01
2.165938566552901193e+03,9.348230912476722665e-01
2.165733788395904412e+03,9.348230912476722665e-01
2.164300341296928309e+03,9.348230912476722665e-01
2.164095563139931528e+03,9.348230912476722665e-01
2.162593856655289983e+03,9.348230912476722665e-01
2.162457337883959099e+03,9.348230912476722665e-01
2.169215017064846506e+03,9.338919925512104703e-01
2.169078498293515167e+03,9.338919925512104703e-01
2.167508532423208180e+03,9.338919925512104703e-01
2.167372013651877296e+03,9.338919925512104703e-01
2.165938566552901193e+03,9.338919925512104703e-01
2.165733788395904412e+03,9.338919925512104703e-01
2.164300341296928309e+03,9.338919925512104703e-01
2.164095563139931528e+03,9.338919925512104703e-01
2.162593856655289983e+03,9.338919925512104703e-01
2.162457337883959099e+03,9.338919925512104703e-01
2.169215017064846506e+03,9.329608938547485630e-01
2.169078498293515167e+03,9.329608938547485630e-01
2.167508532423208180e+03,9.329608938547485630e-01
2.167372013651877296e+03,9.329608938547485630e-01
2.165938566552901193e+03,9.329608938547485630e-01
2.165733788395904412e+03,9.329608938547485630e-01
2.164300341296928309e+03,9.329608938547485630e-01
2.164095563139931528e+03,9.329608938547485630e-01
2.162593856655289983e+03,9.329608938547485630e-01
2.162457337883959099e+03,9.329608938547485630e-01
2.169215017064846506e+03,9.320297951582867668e-01
2.169078498293515167e+03,9.320297951582867668e-01
2.167508532423208180e+03,9.320297951582867668e-01
2.167372013651877296e+03,9.320297951582867668e-01
2.165938566552901193e+03,9.320297951582867668e-01
2.165733788395904412e+03,9.320297951582867668e-01
2.164300341296928309e+03,9.320297951582867668e-01
2.164095563139931528e+03,9.320297951582867668e-01
2.162593856655289983e+03,9.320297951582867668e-01
2.162457337883959099e+03,9.320297951582867668e-01
2.169215017064846506e+03,9.310986964618249706e-01
2.169078498293515167e+03,9.310986964618249706e-01
2.167508532423208180e+03,9.310986964618249706e-01
2.167372013651877296e+03,9.310986964618249706e-01
2.165938566552901193e+03,9.310986964618249706e-01
2.165733788395904412e+03,9.310986964618249706e-01
2.164300341296928309e+03,9.310986964618249706e-01
2.164095563139931528e+03,9.310986964618249706e-01
2.162593856655289983e+03,9.310986964618249706e-01
2.162389078498293657e+03,9.310986964618249706e-01
2.169215017064846506e+03,9.301675977653631744e-01
2.169078498293515167e+03,9.301675977653631744e-01
2.167508532423208180e+03,9.301675977653631744e-01
2.167372013651877296e+03,9.301675977653631744e-01
2.165938566552901193e+03,9.301675977653631744e-01
2.165733788395904412e+03,9.301675977653631744e-01
2.164300341296928309e+03,9.301675977653631744e-01
2.164095563139931528e+03,9.301675977653631744e-01
2.162593856655289983e+03,9.301675977653631744e-01
2.162389078498293657e+03,9.301675977653631744e-01
2.169215017064846506e+03,9.292364990689012672e-01
2.169078498293515167e+03,9.292364990689012672e-01
2.167508532423208180e+03,9.292364990689012672e-01
2.167372013651877296e+03,9.292364990689012672e-01
2.165938566552901193e+03,9.292364990689012672e-01
2.165733788395904412e+03,9.292364990689012672e-01
2.164300341296928309e+03,9.292364990689012672e-01
2.164095563139931528e+03,9.292364990689012672e-01
2.162593856655289983e+03,9.292364990689012672e-01
2.162389078498293657e+03,9.292364990689012672e-01
2.160887372013651657e+03,9.292364990689012672e-01
2.160819112627986215e+03,9.292364990689012672e-01
2.160750853242320773e+03,9.292364990689012672e-01
2.169215017064846506e+03,9.283054003724394709e-01
2.169078498293515167e+03,9.283054003724394709e-01
2.167508532423208180e+03,9.283054003724394709e-01
2.167372013651877296e+03,9.283054003724394709e-01
2.165938566552901193e+03,9.283054003724394709e-01
2.165733788395904412e+03,9.283054003724394709e-01
2.164300341296928309e+03,9.283054003724394709e-01
2.164095563139931528e+03,9.283054003724394709e-01
2.162593856655289983e+03,9.283054003724394709e-01
2.162389078498293657e+03,9.283054003724394709e-01
2.160887372013651657e+03,9.283054003724394709e-01
2.160750853242320773e+03,9.283054003724394709e-01
2.169215017064846506e+03,9.273743016759776747e-01
2.169078498293515167e+03,9.273743016759776747e-01
2.167508532423208180e+03,9.273743016759776747e-01
2.167303754266211399e+03,9.273743016759776747e-01
2.165938566552901193e+03,9.273743016759776747e-01
2.165665529010238970e+03,9.273743016759776747e-01
2.164300341296928309e+03,9.273743016759776747e-01
2.164095563139931528e+03,9.273743016759776747e-01
2.162593856655289983e+03,9.273743016759776747e-01
2.162389078498293657e+03,9.273743016759776747e-01
2.160887372013651657e+03,9.273743016759776747e-01
2.160750853242320773e+03,9.273743016759776747e-01
2.169215017064846506e+03,9.264432029795158785e-01
2.169078498293515167e+03,9.264432029795158785e-01
2.167508532423208180e+03,9.264432029795158785e-01
2.167303754266211399e+03,9.264432029795158785e-01
2.165938566552901193e+03,9.264432029795158785e-01
2.165665529010238970e+03,9.264432029795158785e-01
2.164300341296928309e+03,9.264432029795158785e-01
2.164095563139931528e+03,9.264432029795158785e-01
2.162593856655289983e+03,9.264432029795158785e-01
2.162389078498293657e+03,9.264432029795158785e-01
2.160887372013651657e+03,9.264432029795158785e-01
2.160750853242320773e+03,9.264432029795158785e-01
2.169215017064846506e+03,9.255121042830539713e-01
2.169078498293515167e+03,9.255121042830539713e-01
2.167508532423208180e+03,9.255121042830539713e-01
2.167303754266211399e+03,9.255121042830539713e-01
2.165938566552901193e+03,9.255121042830539713e-01
2.165665529010238970e+03,9.255121042830539713e-01
2.164300341296928309e+03,9.255121042830539713e-01
2.164095563139931528e+03,9.255121042830539713e-01
2.162593856655289983e+03,9.255121042830539713e-01
2.162389078498293657e+03,9.255121042830539713e-01
2.160887372013651657e+03,9.255121042830539713e-01
2.160750853242320773e+03,9.255121042830539713e-01
2.169215017064846506e+03,9.245810055865921750e-01
2.169078498293515167e+03,9.245810055865921750e-01
2.167508532423208180e+03,9.245810055865921750e-01
2.167303754266211399e+03,9.245810055865921750e-01
2.165938566552901193e+03,9.245810055865921750e-01
2.165665529010238970e+03,9.245810055865921750e-01
2.164300341296928309e+03,9.245810055865921750e-01
2.164095563139931528e+03,9.245810055865921750e-01
2.162593856655289983e+03,9.245810055865921750e-01
2.162389078498293657e+03,9.245810055865921750e-01
2.160887372013651657e+03,9.245810055865921750e-01
2.160750853242320773e+03,9.245810055865921750e-01
2.169215017064846506e+03,9.236499068901303788e-01
2.169078498293515167e+03,9.236499068901303788e-01
2.167508532423208180e+03,9.236499068901303788e-01
2.167303754266211399e+03,9.236499068901303788e-01
2.165938566552901193e+03,9.236499068901303788e-01
2.165665529010238970e+03,9.236499068901303788e-01
2.164300341296928309e+03,9.236499068901303788e-01
2.164095563139931528e+03,9.236499068901303788e-01
2.162593856655289983e+03,9.236499068901303788e-01
2.162389078498293657e+03,9.236499068901303788e-01
2.160887372013651657e+03,9.236499068901303788e-01
2.160750853242320773e+03,9.236499068901303788e-01
2.169215017064846506e+03,9.227188081936685826e-01
2.169078498293515167e+03,9.227188081936685826e-01
2.167508532423208180e+03,9.227188081936685826e-01
2.167303754266211399e+03,9.227188081936685826e-01
2.165938566552901193e+03,9.227188081936685826e-01
2.165665529010238970e+03,9.227188081936685826e-01
2.164300341296928309e+03,9.227188081936685826e-01
2.164095563139931528e+03,9.227188081936685826e-01
2.162593856655289983e+03,9.227188081936685826e-01
2.162389078498293657e+03,9.227188081936685826e-01
2.160887372013651657e+03,9.227188081936685826e-01
2.160750853242320773e+03,9.227188081936685826e-01
2.169215017064846506e+03,9.217877094972066754e-01
2.169078498293515167e+03,9.217877094972066754e-01
2.167508532423208180e+03,9.217877094972066754e-01
2.167303754266211399e+03,9.217877094972066754e-01
2.165938566552901193e+03,9.217877094972066754e-01
2.165665529010238970e+03,9.217877094972066754e-01
2.164300341296928309e+03,9.217877094972066754e-01
2.164095563139931528e+03,9.217877094972066754e-01
2.162593856655289983e+03,9.217877094972066754e-01
2.162389078498293657e+03,9.217877094972066754e-01
2.160887372013651657e+03,9.217877094972066754e-01
2.160750853242320773e+03,9.217877094972066754e-01
2.169215017064846506e+03,9.208566108007448792e-01
2.169078498293515167e+03,9.208566108007448792e-01
2.167508532423208180e+03,9.208566108007448792e-01
2.167303754266211399e+03,9.208566108007448792e-01
2.165938566552901193e+03,9.208566108007448792e-01
2.165665529010238970e+03,9.208566108007448792e-01
2.164300341296928309e+03,9.208566108007448792e-01
2.164095563139931528e+03,9.208566108007448792e-01
2.162593856655289983e+03,9.208566108007448792e-01
2.162389078498293657e+03,9.208566108007448792e-01
2.160887372013651657e+03,9.208566108007448792e-01
2.160750853242320773e+03,9.208566108007448792e-01
2.169215017064846506e+03,9.199255121042830829e-01
2.169078498293515167e+03,9.199255121042830829e-01
2.167508532423208180e+03,9.199255121042830829e-01
2.167303754266211399e+03,9.199255121042830829e-01
2.165938566552901193e+03,9.199255121042830829e-01
2.165665529010238970e+03,9.199255121042830829e-01
2.164300341296928309e+03,9.199255121042830829e-01
2.164095563139931528e+03,9.199255121042830829e-01
2.162593856655289983e+03,9.199255121042830829e-01
